1.0000,0.6282,-0.3130,0.3157,0.1524,-0.1190,0.2629,0.5429,0.6018
0.7282,1.0000,-0.1087,0.4781,0.4108,0.2039,0.5031,0.2452,0.5448
-0.3130,-0.1087,1.0000,0.0354,0.1706,0.3781,0.7605,-0.5332,0.2076
0.3157,0.4781,0.0354,1.0000,0.6237,0.6941,0.1114,0.0577,0.4392
0.1524,0.4108,0.1706,0.6237,1.0000,0.6211,0.3650,-0.2179,0.2370
-0.1190,0.2039,0.3781,0.7941,0.5211,1.0000,0.0974,-0.5344,0.5104
0.2629,0.3931,0.6605,0.4114,0.2650,0.2974,1.0000,-0.5879,0.0866
0.4429,0.2452,-0.5332,0.0577,-0.2179,-0.5344,-0.6879,1.0000,-0.2997
0.6018,0.6448,0.2076,0.3392,0.0370,0.1104,0.5866,-0.2997,1.0000
